d10/2,d100,CYPHER,DESCRIPTION,LEVEL,FORM,,,,,,,
3,27,Heat sheath,"This spray can coat up to one melee weapon per cypher level, but all of the canister’s contents must be sprayed at once. Coated weapons inflict 1 additional point of damage from the heat they now generate. The coating wears off after 28 hours.",1d6+1,Spray canister,,,,,,,
3,28,Helping hand,"When activated, the hand hovers near the user for 28 hours. During that time, it acts as the user’s third hand – holding objects, opening doors, turning dials, and so on. The helping hand can also make attacks as the user might, with weapons provided to it, but all such attacks are modified by two steps to the user’s detriment.",1d6+1,"A metallic, seven-fingered hand",,,,,,,
3,29,Hover disc,"The user can stand on the disc, and for ten minutes it moves as she desires, up to a long distance each round. In a combat situation, she can take an action (other than moving) and still move a long distance. Because the disc is attuned to her thoughts, falling off is possible only if she loses consciousness or is struck by a tremendous force (usually one that inflicts more than 8 points of damage in one blow).",1d6+1,A metal disc 60 cm across,,,,,,,
3,30,Instant companion,"If submerged in water, the pod grows quickly. In one minute, it grows into a houndlike beast of a level equal to the cypher level, with appropriate health, damage inflicted, and so on, plus 1 point of Armor. The hound obeys the user’s commands (as best as it can, with only animal-level intelligence) for 28 hours or until it is slain, whichever comes first, at which point it dissolves into thick liquid.",1d6+1,Fist-sized organic pod,,,,,,,
3,31,Leap belt,"When attached to a standard leather belt, this device allows the wearer to leap up to long range in a single bound (vertically, horizontally, or both), landing perfectly.",1d6+1,Clamps on belt,,,,,,,
3,32,Light flyer,"Once activated, the rod creates a winged glider about 4 m across beneath the user’s feet. The flyer can move a long distance in a round, and it moves at the whim of the rider (requiring no action). It lasts for four hours, although if the user gets off the glider before then, it disappears, the effect ended.",1d6+1,Small metal rod,,,,,,,
3,33,Light steed,"Projects a holographic image of a powerful mammalian quadruped made of glowing light. For eight hours, the image takes on a solid form – still made of light – that moves as directed by the user. The steed is a level 3 creature that cannot make attacks but moves a long distance each round. It discorporates if “slain.”",1d6+1,Wristband,Ring,Handheld device,,,,,
3,34,Lutin (combos),"Bursts in a cloud within short distance. The cloud lingers for 1d6 rounds unless conditions indicate otherwise. Roll to determine the effect:
01–50 Spores and seeds. Explodes in a shower of green and yellow spores and seeds. Roll on the (Engineered Spores) table for effect. The seeds implant themselves in living creatures after two rounds, causing additional damage equal to the cypher level.
51–75 Shrapnel and gel. Roll on the Lutin (Metal Shrapnel) table for shrapnel effect. The gel causes the shrapnel to adhere to living creatures. As a result, the effect lasts for a number of additional rounds equal to the cypher level.
76–00 Moths and light drops. The moths hatch from stasis cocoons at the moment of the explosion. Their reflective wings enhance the light drops, focusing the light into ray beams that do 1d6 + 4 points of damage to all creatures within long range.",1d6+1,Wristband projector (long range),Handheld projector (long range),Thrown (short range),,,,,
3,35,Malady maker,"When a living creature of a level lower than the cypher is struck by this baton (a medium weapon), it is also afflicted by a sudden and powerful nausea, making it lose its action for the next three rounds. Even after the malady maker ability is used, the baton remains an effective medium weapon.",1d6+1,Short metal baton,,,,,,,
3,36,Mass nodule,"If attached to an object or an unresisting creature, the nodule adheres for one hour. The object or creature’s weight increases by a factor of ten, rendering most creatures unable to move, and rendering most objects unmovable by creatures whose level is less than the cypher level.",1d6+1,Crystal nodule affixed to an object or a creature,,,,,,,
3,37,Mist producer,Emits a cloud of poisonous gas that inflicts damage equal to the cypher level on anyone within immediate radius. The mist remains for two rounds.,1d6+1,Handheld device,,,,,,,
3,38,Motion activator,"When attached to another cypher or artifact, the motion activator causes it to activate if anything larger than a small dog moves within immediate range. Once activated, it cannot be deactivated.",1d6+1,Small synth nodule,,,,,,,
3,39,Needle sphere,"Upon activation, the sphere floats in the air next to the user for one round per cypher level. Each round, it fires a large needle (more like a dart) that inflicts 3 points of damage at a target designated by the user within long range. (This occurs on the user’s action in addition to her normal actions.) The player makes the attack rolls, and although she cannot use Effort or skills to modify her rolls, the difficulty of each attack is decreased by two steps.",1d6+1,Metal and synth sphere,,,,,,,
3,40,Phase changer,"Puts the user out of phase for one minute (two minutes if the cypher is level 6 or higher). During this time, the user can pass through solid objects as though they were entirely insubstantial, like a ghost. They cannot make physical attacks or be physically attacked.",1d6+1,Belt,Medallion,Ring,Handheld device,,,,
3,41,Pleasure center,"When applied to a creature’s head, the disc immediately unleashes microfilaments that enter the brain. Within five minutes, the microfilaments release a chemical compound that provides an increased sensation of pleasure and a decreased sensation of pain or displeasure. Adds 1 to the creature’s Might Pool for one hour.",1d6+1,Small metallic disc,,,,,,,
3,42,Poison (explosive),"Once this substance enters the bloodstream, it travels to the brain and reorganizes into an explosive that detonates when activated, inflicting 10 points of damage (ignoring Armor). Roll to determine the means of detonation:
01–25 The detonator is activated (must be within long range).
26–40 A specified amount of time passes.
41–50 The victim takes a specific action.
51–55 A specific note is sung or played on an instrument within short range.
56–60 The victim smells a specific scent within immediate range.
61–80 The victim comes within long range of the detonator.
81–00 The victim is no longer within long range of the detonator.",1d6+1,Pill,Ingestible liquid,Lipstick,False fingertip,Ring with needle,Injector,,
